id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,feature129,feature130,feature131,feature132,feature133,feature134,feature135,feature136,feature137,feature138,feature139,feature140,feature141,feature142,feature143,feature144,feature145,feature146,feature147,feature148,feature149,feature150,feature151,feature152,feature153,feature154,feature155,feature156,feature157,feature158,feature159,feature160,feature161,feature162,feature163,feature164,feature165,feature166,feature167,feature168,feature169,feature170,feature171,feature172,feature173,feature174,feature175,feature176,feature177,feature178,feature179,feature180,feature181,feature182,feature183,feature184,feature185,feature186,feature187,feature188,feature189,feature190,feature191,feature192,feature193,feature194,feature195,feature196,feature197,feature198,feature199
24,4.438,4.649,4.585,4.594,4.947,4.35,4.531,4.382,4.714,4.55,25783.073,25720.434,25585.059,25977.668,25906.739,49893.671,49933.5,49766.299,50497.682,49765.427,73981.32,74093.863,75455.037,73955.025,75311.28,80280.273,74200.808,73994.443,74061.097,73918.556,97956.477,97961.78,97704.055,98026.742,98107.96,122120.657,122113.435,122274.364,121750.269,122018.621,145915.965,145846.332,145945.85,147974.191,146171.993,170126.036,170071.598,169961.127,169936.508,170296.58,193912.527,193997.225,193914.905,193624.444,194302.355,194218.258,194232.669,194183.734,194062.831,194087.789,218286.015,218106.53,217972.934,218196.232,218046.163,242223.362,242182.51,242148.747,242063.595,242110.627,266208.567,266239.403,266291.709,266231.52,265891.7,289978.187,290350.903,289712.06,290103.421,290085.575,314288.869,314231.537,314682.431,314337.792,313973.418,338194.829,338238.868,338214.637,338238.633,338124.501,338178.471,338422.891,338315.728,338238.976,338242.521,362091.257,362035.127,362160.698,362214.845,362184.082,362089.745,362168.801,362061.343,362234.202,362198.082,386146.14,386152.327,386196.262,386028.524,386310.227,386227.947,386241.24,386256.055,386106.897,386183.031,410336.337,410164.091,410196.742,410095.874,410328.048,434169.356,434343.769,434151.668,434119.225,434224.772,458416.379,458279.044,458222.157,458241.705,458328.696,482153.06,482349.351,482240.595,482279.445,482247.681,505779.764,506305.347,506212.201,506094.171,506145.539,530335.02,530239.541,530384.373,530149.987,530226.845,554302.742,554023.354,554241.578,554308.45,554336.593,578255.031,578244.752,578152.437,577843.804,578310.131,602135.865,602319.786,602249.293,601910.989,602327.047,626289.954,626254.151,626230.508,626284.742,626353.872,626256.158,626274.456,626249.362,626284.859,626056.459,650259.829,650255.404,650109.473,650320.17,650364.35,674213.444,674267.731,674220.422,674175.564,674151.087,674197.805,674227.591,674238.644,674262.045,674091.895,698232.873,698226.834,698253.183,698257.548,698258.515,722192.817,722242.577,722274.597,722266.335,722258.447,746246.982,746271.599,746276.067,746245.709,746308.48
25,4.455,4.786,4.561,4.472,4.776,7.237,4.786,4.989,4.478,4.541,26787.368,29206.103,27097.434,26886.833,26861.427,51923.119,53646.467,55237.553,52058.59,51940.429,84261.603,76952.832,77246.797,77189.554,76874.817,77151.405,76923.953,76504.923,77312.385,76961.251,104585.32,102136.386,101942.949,102681.938,102274.362,126958.575,127078.361,127062.57,126977.892,126979.084,152132.914,152198.175,152466.858,152129.819,152130.463,177252.164,177140.574,176888.772,177079.007,177386.738,202077.247,202329.26,202319.367,202052.134,202130.132,201823.704,202385.925,202230.275,202083.168,202144.109,227288.154,227373.84,227065.159,227117.969,227041.457,252251.84,252197.948,252289.617,252184.101,252246.247,277403.304,277337.139,277327.186,277147.872,277659.458,302270.582,302151.499,302328.529,302072.911,302271.016,327029.477,327202.244,327059.469,327268.632,327126.707,352337.496,352346.622,352331.798,352329.149,352332.224,352449.467,352376.914,351974.449,352359.409,352347.201,377345.782,377191.611,377218.861,377375.235,377127.458,377191.864,377033.934,377213.694,377349.44,377219.635,402240.444,402278.484,402181.414,402250.699,402183.031,402383.719,402310.309,402299.272,402163.497,402406.958,427053.769,426948.44,427223.253,427306.565,427257.553,452249.232,452405.844,452252.881,452185.2,452180.76,477251.793,477287.906,477337.008,477420.721,477362.554,502300.042,502463.901,502455.207,502359.108,502378.796,527360.173,526954.842,529799.708,527282.025,527333.769,553179.192,552219.346,552178.307,552265.889,552236.449,577445.479,577361.763,577320.219,577250.548,577280.427,602367.124,602427.482,602094.317,602440.221,602399.986,627313.608,627273.27,627278.908,627281.562,627280.885,652322.438,652341.314,652350.042,652279.614,652404.187,652351.38,652292.978,652316.043,652306.965,652408.537,677387.113,677407.209,677401.849,677349.681,677436.696,702152.259,702351.329,702361.618,702354.351,702366.011,702393.02,702388.891,702356.656,702242.224,702244.685,727381.2,727324.479,727352.664,727297.329,727313.938,752344.731,752372.392,752407.387,752394.703,752201.109,777358.905,777336.506,777292.299,777300.114,777154.135
26,4.488,4.613,4.45,4.621,4.761,4.403,4.59,4.579,4.373,4.488,27944.531,28282.873,31417.637,28059.242,28139.825,54232.86,53928.399,54164.604,54231.338,54132.55,80097.374,80285.082,82019.479,80293.379,79956.879,80432.205,79866.465,80593.49,80514.137,80069.203,106526.755,106131.966,106319.612,106509.578,106280.775,132207.698,132488.621,132086.304,131953.02,132090.085,158114.189,158283.434,158405.371,158110.984,158261.335,184866.914,184259.08,184305.162,184176.537,184302.566,210376.581,210507.328,211036.132,214133.379,210164.509,210255.85,210345.301,210391.097,210542.435,210424.003,236200.093,236413.869,237906.382,236290.785,236230.047,262150.929,262317.233,262293.766,262258.394,262401.365,288505.064,289100.068,288372.272,288281.194,288331.571,314424.565,314362.941,314273.564,314432.424,314548.238,340228.729,340338.979,340406.746,340390.361,340422.485,366381.683,366505.401,366309.461,366259.332,366233.981,366211.267,366169.771,366241.389,366497.019,366549.846,392123.742,392190.49,392455.883,392638.132,392339.968,392413.27,392336.017,392395.124,392335.706,392358.85,418292.591,418278.484,418462.733,418445.253,418319.458,418346.262,418375.785,418632.554,418392.226,418495.966,444413.623,444359.954,444356.759,444411.372,444317.396,470327.603,470522.158,470167.108,470343.59,470276.57,496358.036,496362.486,496467.008,496587.827,496368.959,522492.616,522417.295,522414.674,522439.534,522309.455,548469.861,548371.128,548471.778,548545.593,548443.344,574302.038,574372.714,574520.675,574382.81,574421.694,600373.289,600476.069,600534.958,600549.06,600446.9,626339.08,626317.392,626534.187,626510.766,626471.097,652357.677,652499.978,652450.458,652280.757,652437.314,678349.004,678445.968,678337.939,678346.07,678423.486,678377.249,678342.584,678483.281,678361.866,678534.006,704368.782,704293.751,704464.11,704432.94,704497.555,730502.022,730521.246,730365.671,730320.793,730351.03,730395.584,730337.1,730367.639,730423.33,730501.355,756396.147,756385.911,756383.851,756441.03,756445.287,782432.297,782475.046,782423.755,782453.541,782425.557,808407.712,808528.008,808452.676,808495.61,808453.736
27,4.623,4.615,4.798,4.774,4.603,4.513,4.824,4.455,4.521,4.626,29178.314,28854.821,29145.53,30446.646,29115.664,56160.838,56204.208,56504.667,56166.388,56214.559,83485.292,83018.716,83406.968,83302.222,83155.36,83139.015,83045.898,83378.58,83619.477,82991.015,110209.937,111191.896,110528.712,110364.759,115679.899,137331.443,137383.859,137138.991,137074.139,137123.635,164354.356,168586.106,164277.629,164200.944,164163.775,191205.492,191363.383,191200.342,191281.003,191453.466,220048.077,218380.959,218380.826,218144.918,218503.622,218283.526,218086.999,218232.556,218328.39,218273.132,245314.996,245246.773,245521.325,245483.059,245509.064,272377.517,272366.802,272331.526,272421.338,272545.909,299509.221,299446.115,299510.93,299353.381,299519.251,326594.899,326535.021,326548.904,326429.549,326412.49,353534.649,353552.402,353574.21,353619.039,353285.007,380203.671,380533.32,380362.115,380156.705,380227.448,380644.837,380411.173,380193.445,380134.794,380254.636,407203.695,407770.129,407524.75,407254.378,407365.424,407330.391,407469.104,407454.816,407495.259,407238.173,434447.929,434380.471,434544.891,434520.183,434201.076,434708.878,434450.886,434490.513,434480.116,434580.09,461459.158,461509.086,461436.215,461099.266,461431.378,488447.66,488651.055,488398.828,488243.191,488447.588,515460.477,515436.051,515485.568,515479.313,515483.711,542512.421,542565.09,542450.518,542410.135,542330.939,569548.229,569005.162,569623.571,569547.142,569920.04,596498.167,596363.707,596636.702,596539.759,596636.625,623450.99,623615.408,623505.632,624272.25,623545.549,650545.311,650540.041,650534.393,650447.628,650429.911,677516.21,677497.024,677556.839,679357.484,677541.935,704565.597,704579.152,704642.454,704549.334,704623.716,704551.707,704587.923,704604.185,704545.522,704621.563,731548.737,731556.359,731558.567,731549.578,731526.458,758575.842,758541.041,758547.353,758546.955,758586.802,758529.399,758589.629,758585.496,758550.092,758698.385,785487.392,785601.432,785628.691,785529.278,785394.262,812541.261,812548.129,812337.41,812524.923,812627.294,839551.256,839583.28,839592.716,839593.556,839463.065
28,4.3,4.6,4.927,4.64,4.704,4.405,4.33,4.743,4.551,4.32,30344.543,30737.486,30203.938,30157.29,30284.223,58290.107,58205.91,58456.601,59010.102,65039.491,86170.678,86241.519,87690.348,86473.437,86493.19,86185.509,86246.907,86276.485,86305.835,86231.771,114931.557,114354.838,114640.836,114609.283,114313.981,142421.416,142940.598,142330.185,142615.554,142277.258,170503.254,170462.821,170319.267,171500.533,170324.995,198543.537,198347.189,198666.055,198313.842,198627.912,228423.682,226185.336,226395.602,226399.98,226447.394,226430.187,226298.997,226309.002,226417.583,227229.937,254405.289,254438.887,254460.851,254690.776,254618.589,282282.716,282414.189,282602.581,282636.368,282746.717,310584.981,310513.153,310652.071,310589.975,310747.837,338472.631,338664.328,338680.747,338668.092,338529.545,366640.789,366563.272,366372.732,366534.446,366452.982,394658.093,394304.459,394387.964,394590.079,394509.585,394300.851,394381.282,394296.084,394454.706,394345.646,422504.879,422553.386,422652.207,422537.582,422521.79,422600.217,422749.383,422397.807,422616.123,422487.792,450553.072,450568.282,450643.799,450562.01,450326.143,450558.141,450659.831,450557.309,451247.549,450489.069,478515.873,478669.23,478493.579,478674.948,478522.12,508885.193,506536.563,506614.628,506506.702,506531.368,534647.96,534451.364,534670.848,534443.237,534039.342,562642.094,562594.799,563117.108,562558.668,562608.563,590490.991,590650.823,590576.998,590358.232,590567.072,618471.834,618748.538,618704.123,618565.082,618466.772,646668.741,646588.786,646608.898,646570.331,646523.718,674703.14,674695.209,674634.338,674630.246,674681.264,702600.452,702545.703,702724.862,702448.1,702613.231,730604.238,730555.45,730690.612,730584.768,730551.14,730577.772,730506.033,730591.05,730602.842,730614.323,758554.34,758546.376,758650.91,758577.902,758561.035,786641.631,786695.477,786735.192,786677.158,786703.303,786551.655,786520.401,786696.402,786516.394,786592.752,814531.459,814535.034,814574.51,814574.024,814682.953,842475.631,842702.686,842567.716,842567.541,842579.864,870534.266,870618.421,870613.722,870609.994,870618.102
29,4.689,4.753,4.498,4.67,4.616,4.496,4.678,4.521,4.673,4.689,31267.284,31134.074,31007.574,38683.909,31265.678,60432.951,61223.655,63281.629,60356.264,60150.399,89329.946,89579.737,89562.605,89498.079,89352.092,89061.786,89194.195,91720.032,89427.891,89398.877,118249.675,118463.181,118308.45,118424.944,120683.529,146840.96,151415.43,147741.285,149923.2,147847.896,176615.674,176695.566,178614.596,178302.065,176403.471,205659.044,205575.771,205584.274,205501.748,205531.537,234525.966,234698.705,233920.48,235012.414,234307.649,234303.47,234452.877,234394.963,234577.668,234497.696,263593.383,263528.508,263661.969,263522.083,263593.248,292581.227,292677.484,292618.78,292709.879,292752.904,322520.534,321568.598,321731.382,321526.954,322464.187,350601.21,350583.665,350541.748,350727.291,350728.494,379468.432,382005.897,379608.875,379458.926,379862.576,408674.891,408521.106,408570.108,408544.606,408701.987,408633.413,408552.374,408622.075,408490.341,408474.339,437676.081,437531.818,437640.191,437647.032,437639.772,437664.44,437612.678,437666.512,437711.942,437659.375,466692.529,466634.735,466620.383,466578.012,466606.4,466594.352,466702.765,466618.197,466625.84,466730.055,495727.541,495409.532,495604.713,495427.762,495650.771,524763.237,524647.273,524629.314,524702.473,524677.137,553636.703,553729.124,553589.311,553661.252,553672.2,582723.459,582688.327,582719.799,582580.376,582647.796,611374.607,611393.203,611670.045,611658.828,611641.599,640809.732,640774.017,640688.757,640557.389,640691.334,669634.112,669717.558,669341.955,669763.133,669743.62,698659.27,698589.211,698807.763,698529.337,698653.908,727747.789,727763.22,727745.961,727717.682,727751.045,756569.469,756750.402,756725.089,756657.966,756661.926,756737.964,756756.048,756754.312,756719.384,756739.963,785587.621,785676.656,785787.616,785685.046,785772.896,814813.42,814711.055,814664.019,814632.532,814736.041,814665.791,814712.591,814783.605,814741.596,814729.781,843681.552,843767.861,843743.194,843794.345,843739.611,872669.471,872820.379,872751.017,872776.403,872715.3,901736.007,901487.232,901952.812,901547.822,901550.094
30,4.636,4.545,4.517,4.566,4.625,8.828,4.588,4.575,4.684,4.648,32349.379,32502.779,32255.89,32158.087,32254.359,62432.756,62233.488,62260.208,62628.533,62484.789,93649.543,99907.639,92599.263,92878.259,93468.942,92450.472,92380.71,92459.402,92316.707,92546.187,125540.06,122378.146,122634.684,122536.565,122676.441,154442.807,152440.402,152524.938,152436.355,152688.425,182758.289,183497.227,182690.379,182686.23,182454.597,213261.284,212670.68,212709.235,212590.578,212590.583,242755.678,242666.754,242312.763,243196.807,242884.697,242623.348,242630.053,242401.691,242741.787,242610.829,272686.035,272533.538,272578.093,272670.085,272482.279,302734.624,302819.27,302495.211,302896.791,302714.277,332712.052,332623.271,332845.111,332742.244,332678.414,362456.137,362574.743,362708.746,362832.995,362712.765,392719.825,392820.42,392893.64,392821.786,392828.945,422760.261,422857.879,422783.307,422625.848,422668.226,422831.834,422725.463,422452.829,422761.842,422711.368,452689.044,454059.872,452796.284,452763.233,452830.664,452458.461,452740.581,452694.228,452496.166,452771.412,482762.926,482592.58,482805.555,482636.509,482611.787,482697.49,482787.864,482705.86,482255.328,482855.558,512767.133,512771.307,512709.535,512721.277,512774.562,542774.993,542819.846,542806.869,542766.967,542654.156,572860.798,572605.1,572817.496,572746.347,572773.682,602644.721,602465.602,602814.668,603147.447,602854.45,634033.1,632722.523,632825.117,632892.999,632923.728,662747.948,662867.053,662829.712,668569.331,662173.266,692764.168,692695.436,692818.275,692360.267,692925.984,722812.702,722800.281,722883.357,722650.783,722830.258,752791.79,752862.038,753104.946,752864.907,752862.952,782831.837,782847.654,782868.071,782918.821,782820.805,782877.49,782889.651,782922.299,782641.648,782715.504,812846.067,812911.123,812556.872,812755.253,812920.138,842818.435,842842.286,842851.164,842828.8,842839.281,842846.446,842846.268,842919.291,842792.478,842767.208,872845.139,872876.065,872841.516,872776.666,872822.299,902880.278,902515.106,902538.741,902530.444,902557.083,933591.264,932737.625,932677.24,932716.9,932559.791
31,7.442,4.811,4.641,4.473,4.247,4.673,4.771,6.783,5.022,4.608,33467.567,33330.438,33396.328,33498.009,33193.123,64687.081,64223.075,64490.041,63904.283,64552.388,95319.814,95936.386,95852.054,99831.868,95409.537,95714.686,95443.784,97104.336,95473.375,98610.328,126524.109,129462.448,126510.539,126500.586,126510.552,157735.842,162548.549,157497.775,157876.332,157671.799,188615.904,188820.673,188561.424,188610.712,188434.402,219851.538,219263.976,219729.769,219628.142,220019.534,250952.152,250785.049,252375.693,250641.8,250688.092,250994.571,250547.017,250636.228,250826.723,250763.038,281824.42,281710.319,281759.662,282439.189,281834.628,312602.436,313362.905,312657.297,312853.015,312796.958,343886.111,343812.518,344030.019,343529.407,343809.273,374832.682,374855.995,374910.09,377105.249,374820.223,405732.447,405983.184,405656.291,405540.714,405876.676,436971.642,436905.767,436835.134,436737.358,436805.48,442902.955,436883.493,436676.458,436892.695,436875.955,467807.878,467974.112,469187.109,467836.276,467992.693,467826.311,467785.539,467803.082,467863.13,467478.933,498745.914,498633.525,498904.979,498858.684,499239.389,498812.082,498763.494,498806.657,498869.332,498796.919,529729.789,529789.805,529898.563,529755.019,529810.819,560842.684,560880.995,560765.373,560883.198,560874.014,591811.863,591643.774,591798.782,591865.802,591696.062,622824.017,622922.319,622949.608,622793.212,622811.12,653964.83,653707.638,653971.4,654044.601,653544.391,684929.087,684836.71,685037.62,684961.479,685070.992,715869.211,716028.866,715887.527,715821.791,715867.221,746934.873,746987.34,746888.817,746964.442,746914.97,777841.893,777788.43,777826.082,777836.892,777943.114,808966.756,808790.532,808889.981,808843.516,808904.578,808844.757,808850.823,808818.206,808990.729,808952.644,839950.839,839916.111,839877.163,839788.434,839780.919,871055.355,870884.59,870839.394,870901.858,870921.095,870858.515,870859.883,870842.834,870884.818,870899.169,901846.998,901812.216,901874.671,901834.229,901874.917,932594.196,932857.574,932795.301,932755.043,932832.797,963753.756,963855.867,963875.696,963817.318,963947.314
32,4.461,4.465,4.681,7.234,4.298,5.036,6.816,4.61,4.428,4.705,34358.26,34230.539,34540.804,34128.351,34185.944,66474.217,66686.415,66543.757,66678.972,66409.512,98627.004,98796.127,98779.534,98608.898,98789.066,99894.106,99158.695,98814.692,98473.584,98534.285,130767.155,130563.033,131889.312,130713.864,131013.003,162859.184,162763.794,162413.688,162671.541,162753.977,194762.004,194848.818,194804.4,194495.543,194567.533,226729.985,226906.673,226798.663,231100.35,226769.729,260479.927,259459.92,258885.21,258721.184,258714.466,260417.77,258785.698,258841.476,258687.15,258848.22,290775.436,290805.38,290906.138,290923.167,290826.093,322900.166,323039.153,322731.491,322928.993,322794.742,354868.438,354979.657,354904.779,354815.434,355041.853,386889.871,387101.818,387031.365,386989.166,386992.796,419006.007,419408.521,420091.697,418658.571,418586.049,450847.578,450810.719,450915.507,450799.17,450963.698,451000.929,450740.423,450846.625,450940.422,450942.174,482934.317,482869.876,482939.154,482959.894,482926.065,482917.846,482910.858,482993.729,482913.043,482869.265,514992.649,514764.595,514956.315,514881.414,515015.832,514998.473,514889.185,514912.493,515021.443,514888.624,546962.468,546773.241,547094.008,546907.179,546856.546,578655.727,579018.916,578907.355,578899.357,578991.809,610906.936,610907.781,610926.138,611014.267,611024.168,642932.487,643023.245,642953.817,642893.894,642921.45,675012.567,674989.599,675004.601,675072.666,674945.885,706847.472,706878.334,707039.143,706988.926,707023.813,738989.685,738999.28,738829.275,738964.39,739052.015,771204.12,771062.475,771109.417,770812.273,771078.563,803014.106,802973.898,802956.868,803025.6,803032.152,834969.217,834873.49,834976.709,834931.429,834840.145,834960.644,834925.852,835084.981,835018.851,835081.107,866907.074,866961.087,867081.854,866845.775,867050.165,898908.673,898868.994,898922.63,898935.172,898950.011,899037.937,898999.355,899030.161,899027.836,899040.232,930921.68,930738.141,930692.208,930745.351,930848.688,962731.1,962830.235,962962.409,962944.091,962836.886,995125.851,994798.524,995055.918,994837.942,994921.315
33,4.438,4.468,4.778,4.465,4.648,4.846,4.33,4.686,4.448,4.716,35283.985,35322.108,42729.833,35541.533,35634.23,72364.638,68541.497,68783.391,68357.765,69775.706,101568.201,104976.188,101360.355,101848.26,101639.851,101550.703,101707.191,103450.815,101826.983,106158.339,134531.097,137331.593,135156.556,134994.259,134857.018,167945.258,167810.296,167898.052,172799.348,167934.757,201815.503,201298.559,200653.729,200884.439,200951.039,234030.416,233916.328,233959.315,233617.79,233898.398,266574.505,266960.601,266791.919,269336.875,267006.132,266925.698,266877.67,266936.764,266910.749,266875.125,299976.477,299978.394,299918.411,300237.869,300070.595,333020.483,332464.805,332906.36,332975.227,332876.313,365797.947,366084.436,365971.848,366119.43,366103.608,400258.021,399238.501,399127.926,399147.671,399271.648,431966.735,431963.493,431818.43,431957.905,431839.359,464943.158,464917.989,464852.812,464869.553,464886.751,464913.507,465077.443,465043.786,465006.675,464938.702,498081.935,498021.351,497970.566,497955.832,497942.526,498207.827,498015.678,497989.635,498024.187,498001.826,531040.031,531017.99,530914.455,531126.012,531088.675,531489.486,531254.335,531044.165,531070.997,531009.541,564068.2,564014.341,564214.729,564099.199,564033.455,597093.264,597089.246,597030.527,597076.834,597082.47,630035.142,630115.164,630095.665,630141.829,630178.138,663030.695,663267.614,663056.283,663179.521,663038.638,696210.281,696007.079,696021.294,695928.344,695755.029,729132.425,729071.812,729012.445,729144.087,729174.129,762239.057,762278.765,762190.9,762068.723,762180.315,795001.986,795012.517,795091.96,795120.997,795118.361,828168.103,828244.092,828178.384,828232.755,828219.863,861158.964,861126.89,861176.894,861131.012,861227.598,861119.232,861122.159,861120.433,861135.084,861161.691,894119.29,894140.905,894177.83,894139.687,894237.733,927032.982,926901.095,926806.238,926948.064,926934.691,926779.409,927201.642,926868.307,926738.073,926798.065,959847.275,959935.431,959933.476,959873.987,959948.123,992862.189,992912.257,992978.861,992989.548,992820.457,1026001.38,1025896.074,1026003.384,1026011.411,1025742.539
34,4.693,4.781,4.503,4.934,4.531,4.405,4.645,5.094,4.719,8.256,36431.439,38896.565,36671.871,36856.571,36650.384,70520.714,70552.686,71600.102,70392.859,70555.89,104855.086,104901.701,104669.124,104810.694,105318.383,104928.896,104789.948,104746.307,104601.843,108724.376,138930.627,138723.208,138735.253,142008.143,139191.663,172580.591,172975.413,176175.668,172710.641,174258.251,206968.617,209514.763,206902.233,206901.627,206604.691,241100.245,240766.389,240976.607,240971.077,240807.479,275048.988,274914.082,274778.779,274934.556,275296.693,275063.121,275005.35,275008.262,274958.381,274859.596,309018.979,308940.361,308915.416,308460.451,309527.127,342760.513,343158.788,347624.534,343132.031,343097.437,377069.241,376687.036,377056.078,376967.01,377251.958,411158.161,414058.758,411115.229,411070.403,411002.737,445143.884,445624.753,445060.865,444972.88,445090.559,478881.798,478966.73,479033.501,479046.424,479047.774,478962.627,479026.337,478965.404,480254.805,479096.334,512983.966,513168.795,513281.998,513088.052,513137.13,513224.966,513152.458,513169.389,513141.608,512644.835,547195.617,547230.265,546726.531,547130.647,549422.93,547127.808,547275.277,547218.066,547196.825,547177.119,581205.785,581226.606,581207.913,581183.233,581117.215,615224.881,615128.889,615252.349,615288.105,615184.936,649121.975,649122.321,649279.772,649299.049,649243.416,683134.396,683259.702,683232.695,683057.992,683102.014,717204.768,717313.985,717154.78,717145.222,717102.026,751269.547,751206.042,751098.677,751279.978,751271.716,785253.193,785234.45,785216.185,785327.298,785266.256,819195.196,818919.484,819148.298,819256.1,819148.506,853114.171,852770.404,853184.361,853249.027,853114.301,887226.387,887275.197,887244.957,887270.326,887248.047,887217.356,887172.442,887213.432,887163.76,887507.622,921285.155,920981.33,920826.368,920667.421,920748.302,955089.362,955178.152,955054.077,954799.926,954993.395,955011.928,954919.221,955002.97,955011.632,954743.653,989068.701,989078.898,988816.388,989070.841,989069.841,1023071.758,1023283.239,1023190.437,1023077.032,1023090.729,1057006.082,1057088.829,1057712.146,1057123.499,1057199.063
35,4.635,4.377,4.735,4.493,4.5,4.741,4.603,4.44,4.541,4.55,42968.667,37673.54,37742.266,37472.686,40984.506,72763.656,72879.506,73150.97,77110.617,73505.983,115904.613,108247.993,107731.575,108075.219,110888.638,113484.058,108514.787,107670.091,107984.978,107774.655,143129.985,145594.669,142854.812,143223.563,143192.286,179065.21,178180.481,182662.096,178185.59,179443.789,212818.677,212884.557,215029.427,214173.006,213128.33,248092.158,247793.158,248015.388,248197.936,248263.845,283111.177,285627.638,283924.33,283123.267,283036.231,283102.457,283480.971,283134.07,283173.591,282996.174,318162.758,318092.473,318226.633,318184.753,318279.786,353659.271,353196.918,353310.581,353112.594,353164.376,388040.808,388482.698,388120.838,388630.407,388138.616,423174.741,423169.955,423161.894,423187.067,423166.54,458294.795,458184.109,458126.654,459105.493,458242.367,493186.001,493099.489,493187.018,493276.595,493147.788,493152.203,493134.221,493195.595,493126.749,493348.351,528198.223,528215.734,528393.67,528324.04,527830.068,528373.498,528191.443,528280.556,528186.491,528740.283,563250.927,563468.409,563090.163,563217.813,563084.338,563221.885,563211.506,563160.987,563258.284,563208.93,599158.235,598289.112,598229.823,598348.963,598264.167,633273.473,633217.085,633297.208,633253.284,633159.026,668200.211,668211.863,668198.191,668230.032,668232.776,703228.538,703770.119,703261.491,703283.214,703279.282,738212.977,738396.403,737972.528,738326.143,738266.104,773349.148,773353.513,773281.043,773374.845,773238.558,808022.109,808291.912,808290.051,808244.237,808328.93,843338.607,843323.863,843376.783,843331.879,843316.078,877990.833,878199.557,878119.761,878212.045,878246.075,913095.963,912992.594,913114.281,913208.38,913113.559,913280.194,913039.57,913209.387,913285.388,913309.742,948042.035,948065.629,948152.546,947832.757,948017.065,983229.962,983194.046,983203.455,983100.127,983303.879,983276.433,983113.292,983163.991,983166.677,983349.968,1018177.249,1018338.804,1018217.682,1018260.867,1018287.298,1053221.864,1053223.848,1053172.505,1053111.985,1053284.032,1088079.218,1088281.413,1088593.838,1088464.394,1088333.84
36,4.814,7.59,4.789,7.297,4.513,4.724,4.193,4.778,4.528,4.964,39630.072,38525.664,38576.632,38761.664,38537.816,76682.759,74902.751,75190.573,75054.583,74838.619,110852.385,111116.973,113408.429,111035.337,117428.999,111075.996,111096.952,111978.212,110813.264,110952.656,147126.958,147102.682,146737.496,147078.571,147058.357,183089.418,183156.536,182904.348,183118.124,182907.528,219082.699,218896.361,219255.772,219053.816,218816.945,255100.833,255304.176,255181.412,255160.647,254951.835,290569.382,291116.877,291078.281,290945.318,291324.685,290817.566,291042.779,291135.812,291095.36,291330.749,327216.324,326993.133,327337.842,327247.766,327408.631,363272.3,363177.273,363161.174,363382.014,363267.953,399282.839,399388.532,399350.66,399307.609,399237.913,435267.274,435220.747,435302.789,435399.973,435234.043,471019.855,471194.183,471289.45,471338.714,471155.315,507157.974,507327.956,507314.026,507277.677,507294.744,507118.452,507310.132,507252.915,507323.017,507163.757,542924.904,543334.656,543271.901,543388.042,543358.386,543100.016,543372.901,543172.937,543305.393,543399.741,579299.023,579087.843,579268.55,579292.956,579186.856,579342.711,578968.727,579279.54,578870.322,579286.611,615414.085,615324.814,615244.539,615474.928,615420.926,651267.661,651263.848,651368.139,651458.673,651092.863,687240.701,687297.49,687370.073,687478.108,687488.629,723423.696,723308.931,723420.526,723504.024,723460.168,759375.995,759402.759,759447.399,759518.414,759426.013,795230.927,795319.271,795400.25,795521.52,795481.305,831398.079,831342.557,831290.747,831321.733,831293.668,867569.578,867488.743,867479.414,867487.102,867488.185,903306.96,903431.1,903405.212,903475.124,903451.702,939215.448,939145.79,939114.733,939172.67,939387.027,939274.062,939119.193,939215.599,938875.709,939183.149,975073.48,975286.244,975401.68,975264.994,975422.964,1011265.858,1011335.733,1011376.682,1011506.217,1011290.962,1011174.102,1011252.977,1011242.495,1011315.568,1011369.202,1047238.146,1047291.725,1047291.963,1047324.662,1047219.15,1083192.193,1083397.03,1083359.023,1083967.691,1083290.356,1119296.69,1119360.486,1119463.952,1119435.573,1119272.988
