id,label,weight,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_28_0,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_62_338,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_13_126,gab_feed1_ver4.gab_feed1.main_BasicBlock_153_82,gab_feed1_ver4.ModPow.modPow_BasicBlock_11_84,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_46_180,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_12_0,gab_feed1_ver4.gab_feed1.main_BasicBlock_116_22,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_31_31,gab_feed1_ver4.gab_feed1.main_BasicBlock_157_147,gab_feed1_ver4.ModPow.modPow_BasicBlock_15_63,gab_feed1_ver4.gab_feed1.main_BasicBlock_87_0,gab_feed1_ver4.ModPow.modPow_BasicBlock_18_116,gab_feed1_ver4.gab_feed1.main_BasicBlock_162_186,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_17_53,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_44_155,gab_feed1_ver4.KeyExchangeServer.generateMasterSecret_BasicBlock_80_0,gab_feed1_ver4.ModPow.modPow_BasicBlock_13_28,gab_feed1_ver4.gab_feed1.main_BasicBlock_152_67,gab_feed1_ver4.gab_feed1.main_BasicBlock_155_192,gab_feed1_ver4.ModPow.modPow_BasicBlock_9_0,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_23_145,gab_feed1_ver4.ModPow.modPow_BasicBlock_11_98,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_16_107,gab_feed1_ver4.gab_feed1.main_BasicBlock_153_98,gab_feed1_ver4.gab_feed1.main_BasicBlock_150_44,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_33_44,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_36_78,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_16_39,gab_feed1_ver4.gab_feed1.main_BasicBlock_155_128,gab_feed1_ver4.gab_feed1.callGenerator_BasicBlock_46_0,gab_feed1_ver4.gab_feed1.main_BasicBlock_156_144,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_15_20,gab_feed1_ver4.OptimizedMultiplier.fastMultiply_BasicBlock_42_134,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_18_72,gab_feed1_ver4.OptimizedMultiplier.standardMultiply_BasicBlock_16_93
301,5,100,500,499,0.1y+434.0,0,1,0.1y+434.0,0.1y+434.0,0,1,0,500,0,1,0,258.0y+1777626.9,0.1y+434.0,1,704,0,0,1,0.1y+434.0,1,0.1y+434.0,0,0,499,499,0.1y+434.0,0,1,1,0.1y+434.0,65,499.0y+0.0,0.1y+434.0
302,5,100,500,499,0.1y+434.0,0,1,0.1y+434.0,0.1y+434.0,0,1,0,500,0,1,0,258.0y+1777626.9,0.1y+434.0,1,640,0,0,1,0.1y+434.0,1,0.1y+434.0,0,0,499,499,0.1y+434.0,0,1,1,0.1y+434.0,65,499.0y+0.0,0.1y+434.0
303,5,100,500,499,0.1y+434.0,0,1,0.1y+434.0,0.1y+434.0,0,1,0,500,0,1,0,258.0y+1777626.9,0.1y+434.0,1,576,0,0,1,0.1y+434.0,1,0.1y+434.0,0,0,499,499,0.1y+434.0,0,1,1,0.1y+434.0,65,499.0y+0.0,0.1y+434.0
304,5,100,500,499,0.1y+434.0,0,1,0.1y+434.0,0.1y+434.0,0,1,0,500,0,1,0,258.0y+1777626.9,0.1y+434.0,1,512,0,0,1,0.1y+434.0,1,0.1y+434.0,0,0,499,499,0.1y+434.0,0,1,1,0.1y+434.0,65,499.0y+0.0,0.1y+434.0
305,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,4096,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
306,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,4032,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
307,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3968,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
308,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3904,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
309,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3840,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
310,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3776,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
311,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3712,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
312,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3648,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
313,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3584,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
314,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3520,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
315,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3456,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
316,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3392,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
317,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3328,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
318,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3264,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
319,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3200,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
320,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3136,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
321,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3072,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
322,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,3008,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
323,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2944,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
324,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2880,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
325,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2816,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
326,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2752,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
327,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2688,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
328,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2624,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
329,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2560,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
330,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2496,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
331,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2432,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
332,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2368,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
333,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2304,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
334,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2240,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
335,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2176,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
336,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2112,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
337,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,2048,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
338,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1984,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
339,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1920,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
340,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1856,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
341,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1792,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
342,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1728,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
343,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1664,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
344,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1600,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
345,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1536,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
346,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1472,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
347,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1408,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
348,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1344,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
349,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1280,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
350,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1216,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
351,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1152,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
352,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1088,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
353,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,1024,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
354,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,960,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
355,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,896,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
356,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,832,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
357,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,768,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
358,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,704,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
359,6,100,624,623,0.1y+541.8,0,1,0.1y+541.8,0.1y+541.8,0,1,0,624,0,1,0,322.1y+2219361.8,0.1y+541.8,1,640,0,0,1,0.1y+541.8,1,0.1y+541.8,0,0,623,623,0.1y+541.8,0,1,1,0.1y+541.8,81.2,623.0y+0.0,0.1y+541.8
360,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,4096,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
361,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,4032,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
362,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3968,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
363,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3904,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
364,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3840,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
365,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3776,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
366,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3712,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
367,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3648,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
368,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3584,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
369,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3520,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
370,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3456,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
371,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3392,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
372,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3328,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
373,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3264,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
374,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3200,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
375,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3136,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
376,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3072,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
377,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,3008,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
378,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,2944,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
379,7,100,748,747,0.1y+649.7,0,1,0.1y+649.7,0.1y+649.7,0,1,0,748,0,1,0,386.2y+2661096.8,0.1y+649.7,1,2880,0,0,1,0.1y+649.7,1,0.1y+649.7,0,0,747,747,0.1y+649.7,0,1,1,0.1y+649.7,97.3,747.0y+0.0,0.1y+649.7
