id,label,weight,overview.main_BasicBlock_55_353,overview.main_BasicBlock_38_112,overview.main_BasicBlock_45_206,overview.modExp_BasicBlock_9_28,overview.main_BasicBlock_37_98,overview.main_BasicBlock_41_150,overview.modExp_BasicBlock_23_148,overview.main_BasicBlock_34_63,overview.main_BasicBlock_65_437,overview.modExp_BasicBlock_6_0,overview.main_BasicBlock_30_278,overview.modExp_BasicBlock_12_60,overview.main_BasicBlock_32_46,overview.main_BasicBlock_28_0,overview.main_BasicBlock_40_132,overview.main_BasicBlock_46_225,overview.modExp_BasicBlock_18_110,overview.main_BasicBlock_46_245,overview.main_BasicBlock_57_371,overview.modExp_BasicBlock_11_46,overview.main_BasicBlock_53_333,overview.main_BasicBlock_47_262,overview.modExp_BasicBlock_7_13,overview.main_BasicBlock_30_21,overview.main_BasicBlock_36_79,overview.main_BasicBlock_51_308,overview.main_BasicBlock_51_295,overview.modExp_BasicBlock_16_95,overview.modExp_BasicBlock_21_130,overview.main_BasicBlock_44_169,overview.modExp_BasicBlock_14_76,overview.main_BasicBlock_44_189
1.0y+1150.0,4,100,0.4,0,0,7,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,8,0,0,0,0,4.0y+0.0,7,0,1.7y+27.2,0
1.0y+1160.0,5,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,8,0,0,0,0,5.0y+0.0,7,0,2.2y+34.0,0
1.0y+1170.0,5,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,8,0,0,0,0,5.0y+0.0,7,0,2.2y+34.0,0
1.0y+1180.0,6,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,8,0,0,0,0,6.0y+0.0,7,0,2.6y+40.8,0
1.0y+1190.0,4,100,0.4,0,0,7,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,8,0,0,0,0,4.0y+0.0,7,0,1.7y+27.2,0
1.0y+1200.0,5,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,8,0,0,0,0,5.0y+0.0,7,0,2.2y+34.0,0
1.0y+1210.0,5,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,8,0,0,0,0,5.0y+0.0,7,0,2.2y+34.0,0
1.0y+1220.0,6,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,8,0,0,0,0,6.0y+0.0,7,0,2.6y+40.8,0
1.0y+1230.0,5,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,8,0,0,0,0,5.0y+0.0,7,0,2.2y+34.0,0
1.0y+1240.0,6,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,8,0,0,0,0,6.0y+0.0,7,0,2.6y+40.8,0
1.0y+1250.0,6,100,0.4,0,0,7,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,8,0,0,0,0,6.0y+0.0,7,0,2.6y+40.8,0
1.0y+1260.0,7,100,0.4,0,0,7,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,8,0,0,0,0,7.0y+0.0,7,0,3.1y+47.6,0
1.0y+1270.0,1,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.4y+7.8,0,0,0,0,0.4y+6.8,0,1,1,0.4,0,9,0,0,0,0,1.0y+0.0,8,0,0.4y+6.8,0
1.0y+1280.0,2,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,9,0,0,0,0,2.0y+0.0,8,0,0.9y+13.6,0
1.0y+1290.0,2,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,9,0,0,0,0,2.0y+0.0,8,0,0.9y+13.6,0
1.0y+1300.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1310.0,2,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,9,0,0,0,0,2.0y+0.0,8,0,0.9y+13.6,0
1.0y+1320.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1330.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1340.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1350.0,2,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,9,0,0,0,0,2.0y+0.0,8,0,0.9y+13.6,0
1.0y+1360.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1370.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1380.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1390.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1400.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1410.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1420.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1430.0,2,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,9,0,0,0,0,2.0y+0.0,8,0,0.9y+13.6,0
1.0y+1440.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1450.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1460.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1470.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1480.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1490.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1500.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1510.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1520.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1530.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1540.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1550.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1560.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1570.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1580.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+1590.0,2,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,9,0,0,0,0,2.0y+0.0,8,0,0.9y+13.6,0
1.0y+1600.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1610.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1620.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1630.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1640.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1650.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1660.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1670.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1680.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1690.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1700.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1710.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1720.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1730.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1740.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+1750.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1760.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1770.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1780.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1790.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1800.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1810.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1820.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+1830.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1840.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1850.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1860.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+1870.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1880.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+1890.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+1900.0,7,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,9,0,0,0,0,7.0y+0.0,8,0,3.1y+47.6,0
1.0y+1910.0,2,100,0.4,0,0,8,0,0,1,0,0.4,1,0,0.9y+15.6,0,0,0,0,0.9y+13.6,0,1,2,0.4,0,9,0,0,0,0,2.0y+0.0,8,0,0.9y+13.6,0
1.0y+1920.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1930.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1940.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1950.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+1960.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1970.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+1980.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+1990.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+2000.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2010.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2020.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2030.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2040.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2050.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2060.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2070.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+2080.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2090.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2100.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2110.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2120.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2130.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2140.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2150.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2160.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2170.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2180.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2190.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2200.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2210.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2220.0,7,100,0.4,0,0,8,0,0,1,0,0.4,1,0,3.1y+54.6,0,0,0,0,3.1y+47.6,0,1,7,0.4,0,9,0,0,0,0,7.0y+0.0,8,0,3.1y+47.6,0
1.0y+2230.0,3,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.3y+23.4,0,0,0,0,1.3y+20.4,0,1,3,0.4,0,9,0,0,0,0,3.0y+0.0,8,0,1.3y+20.4,0
1.0y+2240.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2250.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2260.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2270.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2280.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2290.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2300.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
1.0y+2310.0,4,100,0.4,0,0,8,0,0,1,0,0.4,1,0,1.7y+31.2,0,0,0,0,1.7y+27.2,0,1,4,0.4,0,9,0,0,0,0,4.0y+0.0,8,0,1.7y+27.2,0
1.0y+2320.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2330.0,5,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.2y+39.0,0,0,0,0,2.2y+34.0,0,1,5,0.4,0,9,0,0,0,0,5.0y+0.0,8,0,2.2y+34.0,0
1.0y+2340.0,6,100,0.4,0,0,8,0,0,1,0,0.4,1,0,2.6y+46.8,0,0,0,0,2.6y+40.8,0,1,6,0.4,0,9,0,0,0,0,6.0y+0.0,8,0,2.6y+40.8,0
